STATE_NAME,likes_Mean,retweet_count_Mean,user_followers_count_Mean,TextBlob_Subjectivity_Mean,TextBlob_Polarity_Mean,likes_Skewness,retweet_count_Skewness,user_followers_count_Skewness,TextBlob_Subjectivity_Skewness,TextBlob_Polarity_Skewness,likes_Median,retweet_count_Median,user_followers_count_Median,TextBlob_Subjectivity_Median,TextBlob_Polarity_Median,likes_Variance,retweet_count_Variance,user_followers_count_Variance,TextBlob_Subjectivity_Variance,TextBlob_Polarity_Variance,likes_Std,retweet_count_Std,user_followers_count_Std,TextBlob_Subjectivity_Std,TextBlob_Polarity_Std,likes_0_1_quant,retweet_count_0_1_quant,user_followers_count_0_1_quant,TextBlob_Subjectivity_0_1_quant,TextBlob_Polarity_0_1_quant,likes_0_9_quant,retweet_count_0_9_quant,user_followers_count_0_9_quant,TextBlob_Subjectivity_0_9_quant,TextBlob_Polarity_0_9_quant
Alabama,3.875874125874126,1.0952797202797202,8374.406468531468,0.33964682257088286,0.07980369342837344,14.649100162284686,13.35843075213992,3.1775719305403824,0.4467366345924826,0.4305156488482458,0.0,0.0,988.5,0.30762471655328794,0.0,436.3502835746931,33.3968630887922,518668557.910754,0.10670511286533217,0.08064957017884182,20.88899910418623,5.779001911125501,22774.29599155052,0.32665748554920976,0.28398867966671104,0.0,0.0,23.0,0.0,-0.15749999999999992,6.0,2.0,8958.0,0.8,0.5
Alaska,0.8986615678776291,0.27151051625239003,2464.818355640535,0.3418438769466494,0.05195924792714913,9.460179914321968,21.212594486996412,5.3068064950181,0.3326005510198868,0.5549950119442771,0.0,0.0,136.0,0.375,0.0,8.922661040416695,7.45870786722636,75281084.2255628,0.09391446622891296,0.07091869377713718,2.9870823625097276,2.731063504795588,8676.46726643758,0.30645467238877755,0.2663056397771876,0.0,0.0,11.0,0.0,-0.19906249999999992,2.0,0.8000000000000114,4055.000000000006,0.75,0.4
Arizona,2.654506942810073,0.7380560131795717,2924.4393975052953,0.3192540345650349,0.061104322231017104,15.211403496714603,13.855178821871604,12.340654026275837,0.5099256331792469,0.0969392410594669,0.0,0.0,530.0,0.3,0.0,254.895672361592,20.20232023132507,65748997.663522854,0.09440671177584789,0.07508546891350194,15.965452463415874,4.49469912578418,8108.575563162919,0.3072567522054607,0.27401727849444446,0.0,0.0,32.0,0.0,-0.20759259259259258,3.0,1.0,7481.0,0.75,0.4133333333333333
Arkansas,1.2076433121019108,0.4496815286624204,6192.387261146497,0.32484276301075665,0.06013947513216023,8.892308934536791,7.217228472810289,4.383890744248235,0.4287168093951881,0.5676799772682615,0.0,0.0,1035.0,0.3333333333333333,0.0,18.889227219550236,3.048804107630314,575474240.5794294,0.09889292092364121,0.05656578876341083,4.346173859793259,1.7460825030995282,23989.04417811242,0.31447244859230705,0.23783563392269635,0.0,0.0,41.80000000000001,0.0,-0.18522727272727268,2.0,1.0,2673.4000000000024,0.7,0.3412500000000005
California,4.302739688384491,1.1392926822566019,6724.195872605864,0.32010457290348077,0.05109936383353097,106.40243996634013,115.6223288684704,33.32583357373589,0.5054550986324419,0.20635618965790195,0.0,0.0,553.0,0.3,0.0,15526.041542095321,1282.497249942111,10075431695.943668,0.09923262039449078,0.07641963662709496,124.60353743812942,35.811970763169555,100376.44990705574,0.315012095632042,0.27644101835128404,0.0,0.0,25.0,0.0,-0.2249999999999999,3.0,1.0,6004.0,0.75,0.4
Colorado,2.3342490842490844,0.6483516483516484,3800.3005952380954,0.32127026172785306,0.04008667204619603,27.50936007133599,28.07312253695443,17.931755568641915,0.5212267980732475,0.3136286852662951,0.0,0.0,428.0,0.3,0.0,727.9253483711921,59.7746434925276,455527263.599798,0.0945007969565207,0.07137367296583207,26.980091704276916,7.731406307556705,21343.084678644696,0.3074098192259328,0.2671585165511893,0.0,0.0,37.0,0.0,-0.2,2.0,1.0,4122.900000000001,0.75,0.375
Connecticut,8.023859649122807,3.4687719298245616,5115.886315789474,0.293107329486164,0.04203947745095223,13.461307532409867,11.36930143489258,4.778260542623981,0.6514244458103511,0.1547940826057981,0.0,0.0,398.0,0.1999999999999999,0.0,1995.8772393061292,447.9317839542674,162476965.68510035,0.1039665801381754,0.07916738926280258,44.67524190540136,21.164398974557898,12746.645271799964,0.32243849047248596,0.28136700101966927,0.0,0.0,23.0,0.0,-0.2090833333333333,5.0,2.0,15266.0,0.75,0.4000000000000001
Delaware,0.8983516483516484,0.33791208791208793,1771.7664835164835,0.31933712699337696,0.05260076790768755,5.508923750901775,7.88552401692685,14.585146990379558,0.4568455066732037,-0.21912403230559613,0.0,0.0,466.0,0.34270833333333334,0.0,5.783027578482123,1.4585036175945263,37440121.727688976,0.09531437487758927,0.07886121811562657,2.404792626918613,1.2076852311734736,6118.833363288216,0.308730262328767,0.28082239603640335,0.0,0.0,6.6000000000000085,0.0,-0.2,2.0,1.0,4544.2,0.7152380952380952,0.3787878787878787
District of Columbia,40.4853524122595,12.04853524122595,38358.26626704051,0.30875323585258935,0.05593641124990701,33.55911768759525,27.77142257555087,7.865439647039204,0.5919997828783902,0.2901366959288055,0.0,0.0,1259.0,0.2777777777777777,0.0,249541.379378349,14573.37784135646,40264503855.57695,0.09700518278147108,0.06683675369485186,499.5411688523269,120.72024619489665,200660.17007761393,0.31145655039101533,0.2585280520462951,0.0,0.0,38.0,0.0,-0.1722222222222222,12.0,4.0,20183.600000000006,0.75,0.3928571428571428
Florida,3.248778054862843,1.3950124688279302,22803.972917705734,0.3082920540160051,0.05785052969111506,32.746466752716564,31.05238803123981,14.959871546797483,0.5840395087449464,0.4170908865878065,0.0,0.0,884.0,0.25,0.0,1328.622030777706,324.4112674570732,32807528328.80189,0.09898318644055107,0.07182025590998195,36.4502679109181,18.011420473051903,181128.48569124044,0.31461593481664446,0.2679930146663938,0.0,0.0,35.0,0.0,-0.1953125,3.0,1.0,30799.0,0.75,0.4
Georgia,6.297534246575342,1.85013698630137,16166.390410958904,0.3261813456947247,0.07022283186602919,10.19959151173765,12.295307412506107,6.076733808764311,0.46755326801118496,0.39944423111660765,0.0,0.0,522.0,0.3,0.0,1381.366642315216,146.23102903028405,7543308316.701746,0.09665476055161673,0.08422297555480897,37.16674107740973,12.092602243945844,86852.22113856241,0.31089348747057527,0.29021194936599176,0.0,0.0,35.900000000000034,0.0,-0.2002777777777777,4.0,1.0,6148.0,0.75,0.4666666666666666
Hawaii,1.9405940594059405,0.4081408140814081,8379.105610561057,0.33474446635677585,0.04775067601951049,16.902860150428193,5.521118040586049,1.7522668173099345,0.44682438445411377,0.13076447554952883,0.0,0.0,1062.0,0.3181818181818182,0.0,85.60659920617599,1.8409468700173972,183523252.27297524,0.10842515929293302,0.08248186294758471,9.252383433806447,1.3568149726537504,13547.075414013729,0.3292797584014739,0.28719655803575483,0.0,0.0,104.80000000000007,0.0,-0.2333333333333333,4.0,1.0,42716.0,0.8,0.42333333333333395
Idaho,1.4436310395314789,0.34553440702781846,2528.3133235724745,0.35802891840684664,0.03364197939840784,5.5706536940016065,8.953114595930252,8.704384374545127,0.28996572904115747,-0.05216204849608426,0.0,0.0,441.0,0.3857142857142857,0.0,13.742785623199365,1.851105395808555,45818679.884089075,0.09914134818354936,0.07703478382406707,3.7071263295441343,1.3605533417725875,6768.949688399898,0.31486719134192015,0.2775514075339325,0.0,0.0,44.0,0.0,-0.25375,4.0,1.0,5934.0,0.7904761904761909,0.39000000000000024
Illinois,3.749813200498132,1.0863013698630137,6723.331755915317,0.336619706214358,0.044622820565170515,30.117493361936884,37.32145616714775,62.720662278480035,0.41861874708550684,0.15359319935539356,0.0,0.0,834.0,0.3288690476190476,0.0,1254.3836560866564,103.43918210869138,2774403393.60894,0.09631029483389181,0.07607294500947906,35.417279061026925,10.170505499172172,52672.60572260442,0.3103389998596564,0.2758132429914834,0.0,0.0,44.0,0.0,-0.25,4.0,1.0,10232.0,0.7666666666666666,0.4
Indiana,2.4020797227036397,0.6152512998266898,1787.4569612940497,0.30559483632100615,0.0504067313907766,33.49387532812748,35.34190737039891,5.5930821022790695,0.596690054321464,0.1552496487643349,0.0,0.0,669.0,0.2,0.0,598.4266777531784,53.790611194037254,13597896.637886487,0.10846363006985114,0.08195578259783777,24.462761041084025,7.334208286791237,3687.532594823602,0.32933816977364033,0.2862792039213428,0.0,0.0,24.0,0.0,-0.2083333333333333,3.0,1.0,4164.0,0.8,0.4
Iowa,4.3127450980392155,1.4852941176470589,6620.330392156863,0.3285746161647772,0.05635291079815764,16.92531073287931,13.448737026113323,1.943140946497624,0.42328386639481846,0.26521254397688454,0.0,0.0,540.0,0.3275252525252525,0.0,970.5370307298584,61.70439588985734,179468049.39711305,0.0925828485356634,0.06835872027737272,31.15344332060035,7.855214566761199,13396.568567999533,0.30427429818448914,0.26145500621975615,0.0,0.0,21.900000000000006,0.0,-0.2,7.0,3.0,37757.0,0.75,0.4
Kansas,6.038268742409186,2.0850391962018326,12404.044495969967,0.31527855390040965,0.0528023456165709,52.00995924637888,75.82977232618326,10.526131401219976,0.5406667952294926,0.18847200728998004,0.0,0.0,655.0,0.2972222222222223,0.0,13330.055222159515,1885.460902615841,6443374231.795523,0.0985404309376617,0.07560268770347342,115.45585832758559,43.42189427714826,80270.63119096251,0.313911501760706,0.27495942919542404,0.0,0.0,26.0,0.0,-0.2,3.0,1.0,13338.0,0.75,0.4000000000000001
Kentucky,4.375223347230494,3.0416914830256103,5471.441334127457,0.33145597968803747,0.07534391023507549,12.27827892401237,11.974463476948616,5.900637387138549,0.4403093149555174,0.43903698795766594,0.0,0.0,501.0,0.3222222222222222,0.0,999.4324250841746,888.2735885555365,216855389.57447612,0.09533969247267397,0.08072820770174599,31.61380118056313,29.803919013370315,14726.010646963288,0.30877126238151437,0.28412709779559214,0.0,0.0,30.80000000000001,0.0,-0.2,4.0,1.0,17191.0,0.75,0.45642857142857146
Louisiana,6.14375,1.1590277777777778,6349.198611111111,0.3212348583249129,0.06674753269710797,9.898264879819438,11.654049873722231,1.930943342516654,0.4434993649617478,0.058226698703345486,0.0,0.0,676.0,0.3,0.0,1002.594332001391,38.028201972820604,119637106.98345873,0.09636112231053882,0.07697219711454056,31.663770021925547,6.166701060763413,10937.874884247796,0.3104208793083011,0.27743863666501206,0.0,0.0,28.900000000000006,0.0,-0.2,6.0,1.0,22823.4,0.75,0.4875
